FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,LSOA21CD_1,RUC21CD,RUC21NM,Urban_rura,Shape_Leng,Shape__Are,Shape__Len,GlobalID_2,NormIMD,Tran_Dis,Tran_Dist,IMD_FID,IMD_LSOA21,IMD_LSOA_1,IMD_BNG_E,IMD_BNG_N,IMD_LAT,IMD_LONG,IMD_5min_C,IMD_HubDis,IMD_Distan,IMD_NormDi,IMD_Access,IMD_No Car,IMD_IMD Sc,IMD_NormIM,IMD_Income,IMD_Inco_1,IMD_Inco_2,IMD_Employ,IMD_Empl_1,IMD_Educat,IMD_Health,IMD_Barrie,IMD_Living,IMD_5min_1
3453,E01003624,Newham 024E,,543079,183374,51.5312,0.061359,4bf9b1e8-a4e9-42eb-8f89-b8acbe5632c7,E01003624,UN1,Urban: Nearer to a major town or city,Urban,2388.956156,142823.1819,2388.956156,53a6ec4f-59e2-4592-83ac-da2a3d5427ba,0.58,0,0,3453,Newham 024E,,543079,183374,51.5312,0.061359,50,166.754754,0.25,0.75,25.375,41.9,31.6,0.583547558,0.2,3,,0.1,3,23.4,0.1,47.3,26.6,50
32246,E01034207,Newham 033G,,544028,180743,51.5073,0.073956,1581dad5-5677-4ee6-9d89-4c0f9143029d,E01034207,UN1,Urban: Nearer to a major town or city,Urban,2345.591486,138309.225,2345.591486,b176f6a2-c2d8-428c-abd5-9707ed8f93f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,E01003502,Newham 030C,,539982,181959,51.5192,0.016179,3bfd9f15-04f5-44c0-9014-547b105b5f37,E01003502,UN1,Urban: Nearer to a major town or city,Urban,3542.571067,150662.8052,3542.571067,5eb08e36-2009-43d9-8aa3-2328e1a4306d,0.71,0,0,3342,Newham 030C,,539982,181959,51.5192,0.016179,91,72.09229784,0.09,0.91,45.955,58.7,36.5,0.709511568,0.2,2,,0.1,4,21.3,0,49.5,36.8,91
3343,E01003503,Newham 030D,,539512,181779,51.5177,0.009338,0bbec239-b7ed-4e27-89b9-ea88df5c1376,E01003503,UN1,Urban: Nearer to a major town or city,Urban,3559.712898,147180.4195,3559.712898,708f1f0f-5181-47ee-9e30-2b8ae9ba17b4,0.78,0,0,3343,Newham 030D,,539512,181779,51.5177,0.009338,96,37.34233557,0.03,0.97,48.485,58.7,39.4,0.784061697,0.2,2,,0.2,2,20.6,0.4,43.2,32.9,96
32248,E01034209,Newham 034K,,539606,181321,51.5136,0.010511,e42d782e-3870-44d3-8069-8e6d19f2658f,E01034209,UN1,Urban: Nearer to a major town or city,Urban,3251.232265,177666.4473,3251.232265,a9ee2f29-74d3-4ccc-8dac-751c8cd8b36e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,E01003536,Newham 023B,,543342,182687,51.5249,0.064868,2a65a0ad-78d4-489e-b80b-f0b3d265f164,E01003536,UN1,Urban: Nearer to a major town or city,Urban,2547.3534,174708.6465,2547.3534,1809db8f-2cb2-40ca-9441-b3355278e958,0.53,0,0,3373,Newham 023B,,543342,182687,51.5249,0.064868,68,127.8575025,0.18,0.82,34.41,42.4,29.5,0.529562982,0.2,3,,0.1,4,21.7,-0.2,46.5,33.8,68
3375,E01003538,Newham 029A,,542715,182564,51.524,0.055787,7a4530d3-077f-4d8c-98b9-1d6ab5a264b5,E01003538,UN1,Urban: Nearer to a major town or city,Urban,2612.714837,173841.9746,2612.714837,bed07993-ac79-4a9e-b7d8-42a8f94a66ce,0.59,0,0,3375,Newham 029A,,542715,182564,51.524,0.055787,70,181.4795198,0.27,0.73,35.365,40.6,32,0.593830334,0.2,3,,0.1,4,23.1,0.1,49.6,33.6,70
3350,E01003513,Newham 035D,,541939,181383,51.5135,0.044134,618e6517-702b-4860-a1df-d05d06079504,E01003513,UN1,Urban: Nearer to a major town or city,Urban,3846.290584,357718.1535,3846.290584,6f452cff-8a04-46b2-9eef-85621e86f45f,0.34,0,0,3350,Newham 035D,,541939,181383,51.5135,0.044134,56,26.76000647,0.02,0.98,28.49,39.9,22.2,0.341902314,0.1,5,,0.1,7,11.7,-0.4,56.4,20.4,56
3427,E01003590,Newham 003D,,541939,185859,51.5538,0.045936,e4530e34-1b81-4508-a862-b1c49991c196,E01003590,UN1,Urban: Nearer to a major town or city,Urban,3944.953298,257712.0758,3944.953298,31b325d4-dccc-4b5d-9e30-550572128d03,0.76,0,0,3427,Newham 003D,,541939,185859,51.5538,0.045936,67,65.30721321,0.08,0.92,33.96,45.7,38.3,0.755784062,0.2,2,,0.1,3,17.8,0.6,52.1,26.3,67
3321,E01003479,Newham 035A,,542478,181238,51.5121,0.051837,4c411bbe-9482-4c95-9442-b41fdc274cf1,E01003479,UN1,Urban: Nearer to a major town or city,Urban,3207.534659,302470.9692,3207.534659,0d72a6ad-d664-43c8-b0fa-f9dab0a534e7,0.54,0,1,3321,Newham 035A,,542478,181238,51.5121,0.051837,30,321.5510803,0.5,0.5,15.25,39.9,30.1,0.544987147,0.2,4,,0.1,4,14.2,-0.5,63.9,23.1,30
3337,E01003497,Newham 034A,,538951,181936,51.5193,0.00132,23d6fd9d-6f3a-481a-89e9-6169333b1d98,E01003497,UN1,Urban: Nearer to a major town or city,Urban,5489.054054,732208.8611,5489.054054,0dcba82f-73b0-4f7c-b5f6-897be46a9f56,0.63,0,0,3337,Newham 034A,,538951,181936,51.5193,0.00132,50,187.7332374,0.28,0.72,25.36,63.1,33.3,0.627249357,0.2,3,,0.1,4,26.4,0.3,47.4,27.9,50
