FID,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60_,WorkPop,Shape__Area,Shape__Length
3550,E01003598,Newham 021A,Newham 021A,72317.8464,1619.047902,7435,3,Newham 021A,E09000025,Newham,31.237,7435,3,0.234,4787,2,0.125,9111,3,18.333,14886,5,0.049,15257,5,-0.328,21439,7,48.802,472,1,22.126,13767,5,0.274,5620,2,0.42,1507,1,-0.243,20114,7,0.353,10515,4,-2.084,32794,10,6.814,49,1,-0.289,20974,7,1.01,4058,2,2034,526,1319,189,1295,186658.6101,2601.94141
3551,E01003599,Newham 022C,Newham 022C,134056.4155,1957.458926,7477,3,Newham 022C,E09000025,Newham,31.152,7477,3,0.201,6616,3,0.102,12226,4,21.49,12858,4,-0.18,18841,6,0.545,8474,3,50.708,242,1,27.226,10402,4,0.217,8958,3,0.484,771,1,-0.173,18962,6,0.378,8382,3,-0.761,27543,9,6.795,52,1,0.018,16175,5,1.115,3404,2,1661,391,1077,193,1041,345988.6235,3144.175302
3552,E01003600,Newham 021B,Newham 021B,114678.5219,2422.736349,6130,2,Newham 021B,E09000025,Newham,34.336,6130,2,0.204,6404,2,0.131,8377,3,22.996,11903,4,0.214,12861,4,0.64,7198,3,48.966,458,1,27.521,10251,4,0.245,7194,3,0.369,2588,1,-0.235,19979,7,0.398,6915,3,-1.36,31717,10,6.767,58,1,-0.498,23891,8,1.605,1290,1,1686,396,1078,212,1055,295966.5243,3891.783578
3553,E01003601,Newham 028A,Newham 028A,362193.7679,3616.036828,5153,2,Newham 028A,E09000025,Newham,37.186,5153,2,0.204,6435,2,0.134,8099,3,24.832,10925,4,0.408,10227,4,0.995,3564,2,46.319,836,1,35.92,5841,2,0.25,6913,3,0.331,3558,2,-0.162,18790,6,0.409,6219,2,-1.227,31159,10,6.317,195,1,-0.007,16573,6,1.812,747,1,2293,548,1501,244,1478.25,934364.5483,5807.4343
3554,E01003602,Newham 026C,Newham 026C,117290.0582,1921.388927,10115,4,Newham 026C,E09000025,Newham,26.11,10115,4,0.147,10752,4,0.08,16342,5,16.437,16238,5,0.082,14787,5,0.461,9616,3,46.838,740,1,29.069,9342,3,0.164,12790,4,0.33,3609,2,-0.599,25229,8,0.359,9904,4,-1.21,31078,10,6.382,169,1,-0.473,23550,8,1.698,1016,1,2182,454,1504,224,1473.75,302613.8601,3085.946882
3555,E01003603,Newham 028B,Newham 028B,202124.1303,2678.528367,12180,4,Newham 028B,E09000025,Newham,22.804,12180,4,0.136,11884,4,0.064,20361,7,15.648,16862,6,-0.312,20823,7,0.048,15918,5,45.855,911,1,34.815,6325,2,0.178,11668,4,0.242,7359,3,-0.446,23140,8,0.341,11619,4,-1.397,31841,10,6.275,207,1,0.561,8416,3,0.94,4591,2,1995,511,1263,221,1263,521477.9366,4303.414253
3556,E01003604,Newham 031D,Newham 031D,215397.9789,3009.494731,5642,2,Newham 031D,E09000025,Newham,35.681,5642,2,0.201,6595,3,0.111,10873,4,21.235,13001,4,0.319,11367,4,0.773,5700,2,49.658,368,1,41.459,3809,2,0.243,7312,3,0.28,5479,2,-0.171,18931,6,0.375,8594,3,-0.815,28140,9,6.655,87,1,0.6,7936,3,1.412,1930,1,2433,671,1581,181,1542,555594.4723,4831.366204
3557,E01003605,Newham 028C,Newham 028C,106591.9719,2064.016342,8278,3,Newham 028C,E09000025,Newham,29.461,8278,3,0.169,8848,3,0.104,11850,4,22.402,12296,4,-0.33,21128,7,0.182,13814,5,48.543,508,1,38.208,4918,2,0.179,11567,4,0.357,2855,1,-0.253,20257,7,0.394,7201,3,-1.731,32517,10,6.745,64,1,0.362,11036,4,1.541,1490,1,2371,557,1547,267,1542,275061.5746,3316.20034
3558,E01003606,Newham 022D,Newham 022D,164721.0302,2898.653422,8735,3,Newham 022D,E09000025,Newham,28.551,8735,3,0.146,10877,4,0.084,15465,5,20.552,13428,5,-0.37,21721,7,0.948,3952,2,47.67,606,1,34.724,6362,2,0.158,13307,5,0.282,5379,2,-0.243,20105,7,0.375,8599,3,-1.363,31725,10,6.546,116,1,0,16460,6,1.722,964,1,2421,568,1578,275,1583.25,425075.0491,4655.988503
3559,E01003607,Newham 026D,Newham 026D,126308.441,1577.93886,7786,3,Newham 026D,E09000025,Newham,30.506,7786,3,0.184,7708,3,0.11,11025,4,13.307,18773,6,-0.021,16317,5,0.512,8918,3,50.177,299,1,31.719,7870,3,0.209,9492,3,0.434,1306,1,-0.652,25940,8,0.33,12771,4,-1.293,31449,10,7.041,13,1,-0.157,18961,6,1.655,1135,1,1772,422,1209,141,1191,325925.8356,2534.536185
3560,E01003608,Newham 028D,Newham 028D,92797.40933,1511.245246,11406,4,Newham 028D,E09000025,Newham,23.936,11406,4,0.099,16380,5,0.053,23839,8,11.154,20748,7,-0.332,21145,7,0.879,4591,2,46.228,857,1,45.645,2758,1,0.133,15723,5,0.187,10953,4,-0.52,24181,8,0.294,16626,6,-0.784,27793,9,6.102,275,1,0.839,5268,2,1.283,2517,1,2209,556,1435,218,1420.5,239433.9257,2427.471669
3561,E01003609,Newham 037A,Newham 037A,949451.7381,7187.7044,12030,4,Newham 037A,E09000025,Newham,23.035,12030,4,0.143,11157,4,0.073,17989,6,9.487,22372,7,0.054,15175,5,0.181,13828,5,49.62,376,1,16.028,18403,6,0.22,8741,3,0.35,3027,1,-0.391,22340,7,0.257,20881,7,0.027,15212,5,5.595,517,1,-0.68,26114,8,0.752,6034,2,3894,876,2831,187,2858.75,2447284.978,11530.8403
3562,E01003611,Newham 037C,Newham 037C,148183.4078,2024.419447,7348,3,Newham 037C,E09000025,Newham,31.396,7348,3,0.249,4096,2,0.134,8080,3,18.53,14751,5,0.221,12760,4,-0.444,23042,8,45.509,970,1,15.606,18733,6,0.301,4317,2,0.337,3376,2,-0.173,18978,6,0.348,10959,4,-1.138,30722,10,6.159,250,1,-0.7,26326,9,0.722,6292,2,1953,567,1215,171,1199,381915.8109,3249.37934
3563,E01003615,Newham 013C,Newham 013C,107564.319,1923.813415,9394,3,Newham 013C,E09000025,Newham,27.328,9394,3,0.165,9222,3,0.093,13828,5,12.309,19654,6,0.196,13118,4,0.125,14728,5,47.21,675,1,33.447,6979,3,0.212,9279,3,0.387,2151,1,-0.28,20676,7,0.286,17559,6,-1.961,32736,10,6.535,121,1,0.101,14879,5,1.514,1574,1,1945,363,1355,227,1368.5,277834.7962,3091.512265
3564,E01003616,Newham 012A,Newham 012A,145920.0969,2450.315196,8296,3,Newham 012A,E09000025,Newham,29.41,8296,3,0.165,9201,3,0.085,15157,5,16.725,16024,5,0.229,12657,4,0.995,3557,2,45.298,1004,1,29.857,8901,3,0.235,7780,3,0.394,1996,1,0.017,15793,5,0.304,15511,5,-1.198,31019,10,6.145,256,1,-0.438,23067,8,1.734,929,1,1864,342,1355,167,1357.75,376861.7276,3937.716867
3565,E01003617,Newham 012B,Newham 012B,227319.2013,2841.554921,8005,3,Newham 012B,E09000025,Newham,30.044,8005,3,0.14,11493,4,0.071,18476,6,10.899,20988,7,-0.243,19773,7,1.269,1880,1,49.212,427,1,47.787,2293,1,0.21,9380,3,0.397,1952,1,-0.132,18288,6,0.243,22499,7,-0.756,27487,9,6.535,120,1,0.665,7146,3,1.777,831,1,2972,418,2247,307,2322,586992.9715,4568.042851
3566,E01003618,Newham 012C,Newham 012C,161121.987,2152.276884,9706,3,Newham 012C,E09000025,Newham,26.797,9706,3,0.121,13549,5,0.06,21537,7,10.809,21076,7,-0.291,20513,7,1.064,3032,1,44.213,1206,1,52.45,1509,1,0.23,8079,3,0.278,5577,2,-0.171,18934,6,0.248,21909,7,-1.045,30120,10,5.931,346,1,0.906,4633,2,1.665,1107,1,2154,306,1633,215,1644.5,416017.2626,3458.596584
3567,E01003619,Newham 012D,Newham 012D,254826.4359,3089.979308,5784,2,Newham 012D,E09000025,Newham,35.297,5784,2,0.194,7028,3,0.097,13081,4,10.21,21626,7,0.643,7462,3,0.895,4435,2,52.994,107,1,40.129,4227,2,0.347,2698,1,0.489,733,1,-0.115,17995,6,0.228,24303,8,-0.313,21114,7,6.671,83,1,0.454,9812,3,1.556,1443,1,2362,344,1825,193,1843,657869.841,4964.711248
3568,E01003621,Newham 023C,Newham 023C,66312.63359,1141.140341,12000,4,Newham 023C,E09000025,Newham,23.076,12000,4,0.147,10721,4,0.064,20516,7,21.996,12543,4,-0.243,19758,7,-0.161,19047,6,46.879,732,1,25.728,11334,4,0.156,13516,5,0.332,3537,2,-0.09,17569,6,0.375,8655,3,-1.321,31552,10,6.427,158,1,-0.364,22062,7,1.374,2111,1,1696,474,1069,153,1041.5,171166.3025,1832.876748
3569,E01003622,Newham 023D,Newham 023D,245909.871,3952.756068,6357,2,Newham 023D,E09000025,Newham,33.739,6357,2,0.178,8216,3,0.115,10265,4,23.275,11741,4,0.022,15669,5,0.901,4382,2,50.617,254,1,32.419,7508,3,0.149,14116,5,0.446,1142,1,0.035,15479,5,0.373,8767,3,-0.756,27477,9,6.772,57,1,-0.414,22737,7,1.904,571,1,1769,503,1109,157,1079.25,634756.2047,6349.231104
3570,E01003623,Newham 023E,Newham 023E,275595.5043,2484.139378,7356,3,Newham 023E,E09000025,Newham,31.385,7356,3,0.179,8078,3,0.117,9989,4,25.28,10683,4,0.114,14299,5,0.412,10267,4,48.628,493,1,26.278,11003,4,0.181,11490,4,0.378,2352,1,-0.101,17762,6,0.407,6326,2,-0.951,29430,9,6.562,111,1,-0.38,22279,7,1.421,1890,1,1891,548,1171,172,1116,711272.6823,3989.866243
3571,E01003624,Newham 024E,Newham 024E,143317.3826,2311.067652,7229,3,Newham 024E,E09000025,Newham,31.648,7229,3,0.195,6936,3,0.119,9766,3,23.375,11690,4,0.106,14420,5,0.413,10250,4,47.342,651,1,26.582,10821,4,0.208,9536,3,0.297,4811,2,0.228,12478,4,0.349,10807,4,-0.976,29626,10,6.38,171,1,-0.354,21911,7,1.426,1874,1,1727,476,1051,200,1042,369864.6268,3714.047706
3572,E01003625,Newham 015A,Newham 015A,316455.879,3524.089235,8697,3,Newham 015A,E09000025,Newham,28.623,8697,3,0.14,11454,4,0.082,15927,5,17.968,15152,5,-0.289,20492,7,0.48,9343,3,56.762,35,1,39.197,4547,2,0.14,14926,5,0.358,2844,1,-0.369,21971,7,0.359,9932,4,0.045,14885,5,6.645,90,1,0.25,12590,4,1.756,879,1,1787,473,1162,152,1155.75,817064.4452,5661.346114
3573,E01003626,Newham 015B,Newham 015B,101648.5961,1568.72147,11413,4,Newham 015B,E09000025,Newham,23.921,11413,4,0.111,14855,5,0.072,18345,6,10.116,21708,7,0.005,15934,5,0.111,14963,5,50.494,265,1,35.721,5933,2,0.121,16897,6,0.244,7239,3,-0.646,25861,8,0.29,17045,6,-0.375,22121,7,6.369,179,1,0.526,8842,3,1.075,3631,2,1575,373,1020,182,1020.75,262439.7403,2519.411108
3574,E01003627,Newham 015C,Newham 015C,76799.66472,1594.56052,8805,3,Newham 015C,E09000025,Newham,28.43,8805,3,0.193,7119,3,0.087,14862,5,18.591,14705,5,0.161,13600,5,0.11,14980,5,46.657,785,1,30.996,8254,3,0.166,12667,4,0.473,853,1,-0.345,21641,7,0.364,9532,3,-1.311,31523,10,6.381,170,1,0.299,11885,4,1.045,3833,2,1555,329,1045,181,1031,198264.1941,2561.432712
3575,E01003628,Newham 015D,Newham 015D,93051.98714,1886.434227,13234,5,Newham 015D,E09000025,Newham,21.405,13234,5,0.125,13158,5,0.06,21567,7,11.355,20556,7,-0.332,21156,7,0.231,13022,4,47.209,676,1,29.174,9288,3,0.122,16793,6,0.27,5928,2,-0.98,29239,9,0.323,13473,5,-1.083,30385,10,6.418,163,1,-0.035,17010,6,1.338,2266,1,1749,411,1142,196,1125,240208.52,3030.770594
3576,E01003629,Newham 015E,Newham 015E,64172.33667,1107.978794,9618,3,Newham 015E,E09000025,Newham,26.957,9618,3,0.163,9361,3,0.069,18936,6,17.232,15644,5,-0.375,21801,7,-0.109,18265,6,49.609,377,1,46.276,2604,1,0.144,14634,5,0.456,1019,1,-0.264,20426,7,0.343,11435,4,-1.802,32613,10,6.962,19,1,0.953,4226,2,1.075,3635,2,1602,448,979,175,971.25,165657.894,1780.737115
3577,E01003630,Newham 021C,Newham 021C,105003.6018,2362.419775,8101,3,Newham 021C,E09000025,Newham,29.832,8101,3,0.208,6192,2,0.112,10763,4,16.998,15813,5,-0.069,17069,6,0.441,9898,4,45.869,909,1,25.882,11242,4,0.247,7080,3,0.456,1022,1,-0.448,23178,8,0.356,10267,4,-1.187,30963,10,6.241,224,1,-0.02,16779,6,1.046,3824,2,2198,466,1489,243,1458.25,271021.1519,3795.48291
3578,E01003631,Newham 020A,Newham 020A,163763.9968,2209.620207,9440,3,Newham 020A,E09000025,Newham,27.243,9440,3,0.176,8342,3,0.088,14597,5,16.727,16021,5,-0.198,19105,6,0.266,12454,4,44.495,1148,1,37.668,5105,2,0.254,6695,3,0.383,2240,1,-0.059,17055,6,0.315,14357,5,-0.764,27575,9,5.84,396,1,0.566,8364,3,1.177,3072,1,1901,381,1327,193,1313.25,422637.8039,3550.094828
3579,E01003632,Newham 020B,Newham 020B,137696.3521,1880.042487,13571,5,Newham 020B,E09000025,Newham,20.975,13571,5,0.121,13616,5,0.07,18661,6,14.515,17751,6,-0.477,23099,8,-0.061,17568,6,45.727,936,1,28.393,9729,3,0.161,13030,4,0.198,10088,4,-0.78,27412,9,0.349,10826,4,-0.825,28236,9,6.057,295,1,0.171,13804,5,1.011,4051,2,2496,475,1691,330,1687.75,355376.8661,3019.541686
3580,E01003633,Newham 020C,Newham 020C,95640.39797,1712.409368,4440,2,Newham 020C,E09000025,Newham,39.451,4440,2,0.249,4050,2,0.175,4614,2,22.676,12117,4,0.416,10119,4,0.518,8811,3,50.671,248,1,20.376,14997,5,0.277,5491,2,0.44,1225,1,-0.073,17309,6,0.379,8259,3,-0.897,28915,9,6.904,31,1,-0.912,28290,9,1.247,2702,1,1890,449,1268,173,1252.5,246858.4721,2751.661712
3581,E01003634,Newham 020D,Newham 020D,146168.9552,1644.972301,7499,3,Newham 020D,E09000025,Newham,31.094,7499,3,0.184,7763,3,0.119,9840,3,21.625,12789,4,0.285,11823,4,0.037,16106,5,51.563,172,1,21.034,14540,5,0.234,7811,3,0.316,4066,2,-0.012,16308,5,0.362,9660,3,-0.644,26146,8,6.858,41,1,-0.926,28423,9,1.303,2418,1,1932,364,1324,244,1311,377305.2164,2643.677671
3582,E01003635,Newham 016D,Newham 016D,393283.2824,3573.146309,10995,4,Newham 016D,E09000025,Newham,24.619,10995,4,0.128,12721,4,0.083,15608,5,10.884,21003,7,-0.495,23352,8,1.066,3021,1,43.47,1336,1,28.078,9907,4,0.156,13476,5,0.239,7556,3,-0.631,25655,8,0.299,16045,5,-1.136,30712,10,5.858,382,1,-0.127,18465,6,1.349,2220,1,2001,351,1380,270,1387,1015312.846,5740.880161
3583,E01003636,Newham 020E,Newham 020E,199501.161,2394.461968,6945,3,Newham 020E,E09000025,Newham,32.341,6945,3,0.213,5941,2,0.107,11427,4,16.989,15824,5,0.155,13661,5,1.02,3364,2,46.343,829,1,22.836,13238,5,0.298,4445,2,0.335,3444,2,-0.314,21175,7,0.345,11268,4,-0.928,29240,9,6.207,234,1,-0.792,27270,9,1.393,2013,1,2044,455,1378,211,1353,515017.5214,3847.227161
3584,E01003637,Newham 021D,Newham 021D,93039.96591,1945.44606,12791,4,Newham 021D,E09000025,Newham,21.981,12791,4,0.11,14933,5,0.064,20469,7,9.125,22732,7,-0.065,17011,6,0.438,9933,4,46.459,809,1,31.294,8112,3,0.122,16863,6,0.335,3436,2,-0.644,25828,8,0.277,18641,6,-1.251,31286,10,6.338,185,1,0.273,12245,4,1.109,3441,2,1920,364,1369,187,1353,240160.7442,3125.845108
32650,E01033574,Newham 034F,Newham 034F,136460.6137,1717.520006,16967,6,Newham 034F,E09000025,Newham,17.02,16967,6,0.018,32422,10,0.006,32820,10,5.701,26497,9,-0.02,16306,5,-0.1,18131,6,53.843,86,1,38.723,4710,2,0.087,21223,7,0.218,8788,3,-0.238,20021,7,0.078,32548,10,-0.381,22235,7,6.932,23,1,0.675,7035,3,1.049,3805,2,1506,126,1349,31,1363.25,351812.7349,2757.409201
32651,E01033575,Newham 034G,Newham 034G,149403.2792,1801.615943,14272,5,Newham 034G,E09000025,Newham,20.08,14272,5,0.022,32063,10,0.008,32797,10,4.604,27783,9,0.242,12460,4,0.147,14365,5,51.203,200,1,53.667,1344,1,0.097,19783,7,0.247,7078,3,-0.391,22343,7,0.1,32150,10,-0.376,22144,7,6.479,142,1,1.25,2142,1,0.931,4651,2,1232,118,1091,23,1119.75,385189.9422,2892.951178
32652,E01033576,Newham 034H,Newham 034H,379803.6564,3985.137253,11093,4,Newham 034H,E09000025,Newham,24.456,11093,4,0.1,16296,5,0.043,27111,9,5.945,26224,8,-0.093,17467,6,1.026,3330,2,50.326,284,1,41.52,3785,2,0.162,12941,4,0.386,2172,1,-0.461,23365,8,0.198,27318,9,-0.413,22718,7,6.38,172,1,0.384,10747,4,1.753,882,1,1836,244,1442,150,1458.25,979302.6391,6399.07956
32653,E01033577,Newham 037E,Newham 037E,654266.8644,4791.72845,15262,5,Newham 037E,E09000025,Newham,18.966,15262,5,0.116,14172,5,0.056,22784,7,12.624,19376,6,-0.346,21403,7,-0.173,19262,6,47.66,607,1,17.717,17037,6,0.246,7131,3,0.203,9734,3,0.27,11871,4,0.169,29600,10,0.035,15071,5,5.309,703,1,-1.408,31219,10,1.15,3218,1,1594,252,1256,86,1249.75,1686375.892,7689.189307
32654,E01033578,Newham 013E,Newham 013E,565953.8009,4014.487912,9454,3,Newham 013E,E09000025,Newham,27.216,9454,3,0.093,17455,6,0.053,23800,8,13.632,18482,6,0.133,13996,5,0.195,13596,5,55.88,49,1,58.915,780,1,0.231,8055,3,0.565,310,1,0.321,11132,4,0.18,28838,9,-0.124,17867,6,6.873,40,1,1.081,3259,1,1.786,816,1,3467,431,2965,71,3054.5,1461027.995,6450.852044
32655,E01033579,Newham 013F,Newham 013F,442668.0778,3888.248504,13477,5,Newham 013F,E09000025,Newham,21.114,13477,5,0.054,25166,8,0.026,31476,10,7.245,24759,8,-0.067,17038,6,0.334,11431,4,55.869,51,1,48.107,2234,1,0.138,15130,5,0.367,2628,1,-0.127,18198,6,0.135,31228,10,-0.082,17101,6,6.752,61,1,0.764,6060,2,1.629,1218,1,1546,163,1347,36,1356.5,1142587.552,6248.0119
32656,E01033580,Newham 037F,Newham 037F,86615.71178,2730.819396,25889,8,Newham 037F,E09000025,Newham,8.919,25889,8,0.03,30743,10,0.019,32354,10,5.015,27280,9,-0.364,21654,7,-0.39,22315,7,37.008,3193,1,14.778,19415,6,0.084,21612,7,0.195,10357,4,-0.345,21639,7,0.107,32008,10,-0.458,23408,8,4.666,1430,1,-1.575,31769,10,0.913,4741,2,1785,213,1511,61,1548.25,223280.5767,4382.771969
32657,E01033581,Newham 037G,Newham 037G,1312741.815,7833.01491,5906,2,Newham 037G,E09000025,Newham,34.941,5906,2,0.195,7001,3,0.117,9999,4,14.175,18007,6,0.5,9092,3,0.99,3605,2,56.066,43,1,22.362,13611,5,0.25,6917,3,0.4,1862,1,-0.198,19373,6,0.301,15870,5,0.016,15385,5,6.582,105,1,-0.142,18695,6,0.877,5021,2,1848,424,1250,174,1234.5,3383851.601,12568.73278
32658,E01033582,Newham 037H,Newham 037H,168926.2337,3347.91343,19333,6,Newham 037H,E09000025,Newham,14.606,19333,6,0.039,28743,9,0.019,32314,10,6.795,25258,8,-0.641,25223,8,0.076,15486,5,51.802,161,1,23.947,12456,4,0.076,22890,7,0.266,6097,2,-0.195,19317,6,0.151,30626,10,-0.022,16063,5,6,313,1,-0.045,17164,6,0.906,4808,2,1598,295,1254,49,1267.25,435392.7421,5373.757559
32659,E01033583,Newham 013G,Newham 013G,1584995.568,7405.054392,9402,3,Newham 013G,E09000025,Newham,27.315,9402,3,0.127,12924,4,0.054,23320,8,11.259,20658,7,-0.291,20517,7,1.629,724,1,47.054,703,1,35.917,5843,2,0.281,5294,2,0.377,2374,1,-0.264,20427,7,0.269,19514,6,-1.197,31016,10,6.426,159,1,0.315,11679,4,1.421,1891,1,9551,1632,7598,321,7930.75,4093142.72,11901.35165
32660,E01033584,Newham 034I,Newham 034I,149435.5292,2366.386572,3844,2,Newham 034I,E09000025,Newham,41.55,3844,2,0.278,2931,1,0.133,8216,3,22.827,12015,4,0.554,8464,3,1.097,2828,1,52.077,144,1,22.833,13241,5,0.335,3066,1,0.473,848,1,-0.141,18440,6,0.387,7632,3,-0.56,24932,8,6.839,42,1,-0.877,28018,9,1.422,1887,1,1624,429,1027,168,1001.75,385359.3214,3800.046243
32661,E01033585,Newham 034J,Newham 034J,295265.1638,3880.360564,3823,2,Newham 034J,E09000025,Newham,41.668,3823,2,0.255,3814,2,0.152,6415,2,19.914,13822,5,0.366,10776,4,1.13,2617,1,47.815,589,1,40.349,4149,2,0.295,4597,2,0.476,824,1,0.01,15916,5,0.342,11559,4,-1.124,30639,10,6.516,128,1,0.227,12929,4,1.857,640,1,2533,558,1701,274,1667.75,761494.5209,6231.641071
32662,E01033586,Newham 013H,Newham 013H,704486.8263,6088.597549,6075,2,Newham 013H,E09000025,Newham,34.463,6075,2,0.201,6605,3,0.097,13057,4,11.565,20363,7,0.126,14088,5,0.343,11274,4,57.349,29,1,53.968,1311,1,0.294,4656,2,0.463,941,1,-0.478,23606,8,0.296,16421,5,0.177,12617,4,6.446,150,1,0.936,4375,2,1.718,970,1,1754,387,1251,116,1255.75,1818125.853,9781.42086
